top1,rr@5,recall@5,precision@5,first_gold_rank,corpus,method,rid,n_gold
0.0,0.0,0.0,0.0,12,hipaa_benchmark,lsi,60,1
0.0,0.0,0.0,0.0,17,hipaa_benchmark,semantic,60,1
1.0,1.0,1.0,0.2,1,hipaa_benchmark,reranker,60,1
0.0,0.0,0.0,0.0,14,hipaa_benchmark,rrf_lexical,60,1
0.0,0.0,0.0,0.0,73,hipaa_benchmark,tfidf,61,1
0.0,0.0,0.0,0.0,51,hipaa_benchmark,bm25,61,1
0.0,0.0,0.0,0.0,66,hipaa_benchmark,lsi,61,1
0.0,0.0,0.0,0.0,152,hipaa_benchmark,semantic,61,1
0.0,0.0,0.0,0.0,42,hipaa_benchmark,reranker,61,1
0.0,0.0,0.0,0.0,58,hipaa_benchmark,rrf_lexical,61,1
0.0,0.0,0.0,0.0,7,hipaa_benchmark,tfidf,62,1
0.0,0.0,0.0,0.0,9,hipaa_benchmark,bm25,62,1
0.0,0.0,0.0,0.0,8,hipaa_benchmark,lsi,62,1
0.0,0.0,0.0,0.0,10,hipaa_benchmark,semantic,62,1
0.0,0.5,1.0,0.2,2,hipaa_benchmark,reranker,62,1
0.0,0.0,0.0,0.0,8,hipaa_benchmark,rrf_lexical,62,1
0.0,0.0,0.0,0.0,10,hipaa_benchmark,tfidf,63,4
0.0,0.0,0.0,0.0,7,hipaa_benchmark,bm25,63,4
0.0,0.0,0.0,0.0,23,hipaa_benchmark,lsi,63,4
0.0,0.2,0.25,0.2,5,hipaa_benchmark,semantic,63,4
0.0,0.25,0.25,0.2,4,hipaa_benchmark,reranker,63,4
0.0,0.0,0.0,0.0,20,hipaa_benchmark,rrf_lexical,63,4
1.0,1.0,0.5,0.2,1,hipaa_benchmark,tfidf,64,2
1.0,1.0,0.5,0.2,1,hipaa_benchmark,bm25,64,2
1.0,1.0,0.5,0.2,1,hipaa_benchmark,lsi,64,2
0.0,0.0,0.0,0.0,56,hipaa_benchmark,semantic,64,2
0.0,0.0,0.0,0.0,167,hipaa_benchmark,reranker,64,2
1.0,1.0,0.5,0.2,1,hipaa_benchmark,rrf_lexical,64,2
0.0,0.0,0.0,0.0,10,hipaa_benchmark,tfidf,65,1
0.0,0.0,0.0,0.0,35,hipaa_benchmark,bm25,65,1
0.0,0.0,0.0,0.0,75,hipaa_benchmark,lsi,65,1
0.0,0.2,1.0,0.2,5,hipaa_benchmark,semantic,65,1
0.0,0.5,1.0,0.2,2,hipaa_benchmark,reranker,65,1
0.0,0.0,0.0,0.0,29,hipaa_benchmark,rrf_lexical,65,1
0.0,0.2,0.05,0.2,5,hipaa_benchmark,tfidf,66,20
0.0,0.0,0.0,0.0,7,hipaa_benchmark,bm25,66,20
0.0,0.0,0.0,0.0,10,hipaa_benchmark,lsi,66,20
0.0,0.5,0.2,0.8,2,hipaa_benchmark,semantic,66,20
0.0,0.3333333333333333,0.15,0.6,3,hipaa_benchmark,reranker,66,20
0.0,0.2,0.05,0.2,5,hipaa_benchmark,rrf_lexical,66,20
0.0,0.5,0.047619047619047616,0.2,2,hipaa_benchmark,tfidf,67,21
0.0,0.5,0.09523809523809523,0.4,2,hipaa_benchmark,bm25,67,21
0.0,0.3333333333333333,0.047619047619047616,0.2,3,hipaa_benchmark,lsi,67,21
1.0,1.0,0.23809523809523808,1.0,1,hipaa_benchmark,semantic,67,21
1.0,1.0,0.09523809523809523,0.4,1,hipaa_benchmark,reranker,67,21
1.0,1.0,0.047619047619047616,0.2,1,hipaa_benchmark,rrf_lexical,67,21
